customer_id,R,F,M,F_log1p,M_log1p,R_z,F_z,M_z,gmm_component,gmm_max_proba,gmm_p_0,gmm_p_1,gmm_p_2,gmm_p_3,gmm_p_4,gmm_p_5,gmm_p_6,gmm_p_7
12346.0,325,12,77556.46,2.5649493574615367,11.258774359980723,0.5955835512607377,1.2544959545938104,3.186624925127968,6,0.9999994404955237,4.6322994435598495e-26,4.2803450642328535e-119,0.0,0.0,5.595044765066577e-07,1.2347268047140859e-17,0.9999994404955237,0.0
12347.0,1,8,5633.32,2.1972245773362196,8.63663174483544,-0.9522790918878472,0.8001660338568091,1.297126898401073,1,0.8775531585613633,1.5274761298850592e-11,0.8775531585613633,0.0,0.0,0.014377422914061348,0.10462722498639229,0.0034421935229083547,0.0
12348.0,74,5,2019.4,1.791759469228055,7.6110507905938976,-0.6035322617957277,0.2992073267345332,0.5581002802090212,5,0.8635517286379778,0.01097811480325015,0.00029433218977133473,0.0,0.0,0.12339796416122341,0.8635517286379778,0.0017778602077773425,2.262333830646381e-160
12349.0,18,4,4428.69,1.6094379124341005,8.39608488316401,-0.8710640766609151,0.0739460908215904,1.1237904757983177,1,0.6633837317458843,0.14604052857141955,0.6633837317458843,3.904817453327286e-280,3.0961986344052225e-281,0.018887807331630032,0.16455571381928147,0.007132218531784667,4.434242246266044e-88
12350.0,309,1,334.4,0.6931471805599453,5.815323849389109,0.5191458898706842,-1.058145946714099,-0.7358882665423826,3,0.9994559352020946,5.650789016951555e-19,1.998026214253569e-102,2.1684842209325796e-15,0.9994559352020946,0.00044627750351368194,7.718467846587449e-20,9.778729438957576e-05,2.905215277498571e-55
12351.0,374,1,300.93,0.6931471805599453,5.710195202428391,0.8296738892677769,-1.058145946714099,-0.8116432502100952,3,0.9994500439696605,2.5488246827785088e-23,2.682880603222813e-153,4.545980589347752e-24,0.9994500439696605,0.0004656990970107995,8.775318699056974e-29,8.425693332866116e-05,1.797170500349388e-55
12352.0,35,10,2849.84,2.3978952727983707,7.955368966678432,-0.7898490614339833,1.0480979277381186,0.8062136019330891,1,0.6103896902479597,2.613966404461391e-16,0.6103896902479597,0.0,0.0,0.009624871175154141,0.3785785857877102,0.001406852789175575,0.0
12353.0,203,2,406.76,1.0986122886681098,6.010678766031786,0.0127463831615792,-0.5571872395918231,-0.5951168503060144,7,0.9915639169849559,7.120697860097222e-06,2.2973005955502727e-42,4.4911067329318896e-60,1.4579166611110443e-55,0.00829724407812642,2.7222202501121353e-08,0.00013169101685499794,0.9915639169849559
12354.0,231,1,1079.4,0.6931471805599453,6.985086621918461,0.146512290594173,-1.058145946714099,0.1070347833582914,3,0.9985703230070933,4.714191292974273e-14,9.648010311974865e-55,3.884903904102934e-07,0.9985703230070933,0.0002461067978275579,4.312615786679795e-11,0.0011831816615156113,1.3934013420735068e-54
12355.0,213,2,947.61,1.0986122886681098,6.854997755239065,0.0605199215303627,-0.5571872395918231,0.0132936361490894,7,0.9892887239527649,7.687745415171704e-06,1.6327329241604452e-46,6.533126477924492e-61,7.001733754039295e-56,0.010271783615048548,2.117466998012315e-08,0.000431783512101432,0.9892887239527649
12356.0,22,6,6373.68,1.9459101490553132,8.76008917268833,-0.8519546613134018,0.4896629879592288,1.386089476166847,1,0.7711498176349829,1.0010524204284317e-05,0.7711498176349829,0.0,0.0,0.01993534231207838,0.20074395824628508,0.008160871282449602,1.6935455389333808e-240
12357.0,32,3,18287.66,1.3862943611198906,9.814036474622236,-0.8041811229446183,-0.2017513803877423,2.1455566904121377,6,0.7089737090805446,0.29067970261699777,0.00025283542164995787,9.354775510392844e-162,7.664312078534694e-163,1.9188168321060947e-05,7.456471248696443e-05,0.7089737090805446,2.897948840297253e-30
12358.0,1,5,3887.07,1.791759469228055,8.265668169533484,-0.9522790918878472,0.2992073267345332,1.0298130843193911,1,0.7653312146412616,0.0017651194942849434,0.7653312146412616,0.0,0.0,0.03969760248172522,0.18916820449408797,0.004037858888640066,6.284120090768466e-161
12359.0,57,10,8935.94,2.3978952727983707,9.097948527696552,-0.6847472770226596,1.0480979277381186,1.629548615617157,5,0.9406209264669753,3.968491067377106e-16,0.026799219330768398,0.0,0.0,0.01226645306198182,0.9406209264669753,0.020313401140274048,0.0
12360.0,51,8,4252.89,2.1972245773362196,8.355589137409874,-0.7134114000439297,0.8001660338568091,1.09460951849595,5,0.8928953362248868,1.6271567960016242e-10,0.0733096752815995,0.0,0.0,0.03060366047466941,0.8928953362248868,0.0031913278561285087,0.0
12361.0,286,4,511.25,1.6094379124341005,6.238812787119009,0.4092667516224821,0.0739460908215904,-0.4307250356946276,4,0.9934286925278444,4.6785357826537525e-05,3.575825878335374e-88,5.594077796355023e-290,4.316772937578149e-278,0.9934286925278444,2.0351209659422235e-13,0.006524522114125718,4.766912393274239e-86
12362.0,2,11,5356.23,2.4849066497880004,8.586202329437555,-0.9475017380509688,1.15560189306089,1.260787806723553,1,0.9458159928856952,2.1156061760682613e-20,0.9458159928856952,0.0,0.0,0.002564240461992988,0.05008351210528838,0.0015362545470235139,0.0
12363.0,109,2,552.0,1.0986122886681098,6.315358001522335,-0.4363248775049855,-0.5571872395918231,-0.3755670779485127,7,0.9915586245562839,0.0012722294837230945,6.435584887382213e-11,1.2071553018462243e-55,5.511621277016594e-56,0.0038419309403978424,0.003228374263639735,9.884069159956391e-05,0.9915586245562839
12364.0,7,4,1313.1,1.6094379124341005,7.180907299649593,-0.923614968866577,0.0739460908215904,0.2481418238480768,1,0.7559958157475025,0.06858554597432204,0.7559958157475025,1.0747032043057258e-279,9.009700521843897e-281,0.023454895795024543,0.1516888199881082,0.00027492249504280274,1.3626194598686324e-87
12365.0,290,2,641.38,1.0986122886681098,6.465180028897591,0.4283761669699955,-0.5571872395918231,-0.2676063501640384,7,0.9819219205046615,3.661452506722165e-09,4.525964425058463e-90,8.737636819575524e-68,1.4915944549058504e-55,0.017745172679802013,1.1691470378353444e-15,0.0003329031540826926,0.9819219205046615
12366.0,633,1,500.24,0.6931471805599453,6.217085028297085,2.067008533019269,-1.058145946714099,-0.4463819100317048,3,0.9993747971974596,2.281967557481176e-47,0.0,2.7903372633028216e-76,0.9993747971974596,0.00040811382992198984,1.2536769572049511e-80,0.00021708897261845018,1.2156059150282355e-55
12367.0,3,1,168.9,0.6931471805599453,5.135210028677887,-0.9427243842140904,-1.058145946714099,-1.225973632136558,2,0.9216238998856283,3.705161508732322e-11,0.018400665070457393,0.9216238998856283,0.059604205330412295,2.0632254975251626e-06,0.00036714387243968024,2.022578513182017e-06,4.3103637377760585e-56
12368.0,627,1,917.7,0.6931471805599453,6.822959627277421,2.038344409997999,-1.058145946714099,-0.0097928196424068,3,0.9988674505679681,7.337903516757403e-46,0.0,3.766749403076626e-74,0.9988674505679681,0.000309181631591811,2.5540564397768225e-78,0.0008233678004401741,2.029425518622608e-55
12369.0,412,3,1791.15,1.3862943611198906,7.491171295388921,1.011213335069154,-0.2017513803877423,0.4717159362276892,4,0.964894319080842,9.736966520213953e-12,1.8100197470018787e-187,8.319695273361461e-188,1.2636602474487097e-159,0.964894319080842,6.211003573190087e-29,0.03510568090942093,1.630874084831997e-27
12370.0,50,7,4320.31,2.0794415416798357,8.371313876010715,-0.718188753880808,0.654643185938614,1.1059406575367758,5,0.8694370686082723,8.435189295397209e-08,0.08534961383021408,0.0,0.0,0.04152688069184356,0.8694370686082723,0.003686352517776967,4.506e-321
12371.0,44,5,4067.38,1.791759469228055,8.31100016480189,-0.7468528769020781,0.2992073267345332,1.0624790099301915,5,0.711554892094144,0.006240449263993237,0.22083265197619875,0.0,0.0,0.05559135466457208,0.711554892094144,0.005780652001091949,5.794854970986547e-161
12372.0,71,3,1298.04,1.3862943611198906,7.169380809114136,-0.6178643233063628,-0.2017513803877423,0.2398359136370775,0,0.7235458401744459,0.7235458401744459,0.0005731655994779014,6.102287711961242e-160,3.957587968998993e-161,0.03239544695327581,0.2428265333475531,0.0006590139252473846,3.784510723355248e-28
12373.0,310,3,1127.65,1.3862943611198906,7.028777507229587,0.5239232437075625,-0.2017513803877423,0.138518136363006,4,0.9894815344118252,3.8338262581389e-06,4.895958243222606e-103,7.216805867847468e-174,1.325305247363374e-159,0.9894815344118252,1.5437279192784346e-15,0.010514631761915092,2.4847130636883232e-27
12374.0,24,4,2989.2200000000003,1.6094379124341005,8.003102242273277,-0.842399953639645,0.0739460908215904,0.8406098737166032,1,0.6569555215150247,0.10441906366404184,0.6569555215150247,5.313244051891837e-280,3.275478154687611e-281,0.02022285156422844,0.21680559435474916,0.0015969689019559006,4.9490947800177273e-88
12375.0,10,2,457.5,1.0986122886681098,6.127960291696519,-0.909282907355942,-0.5571872395918231,-0.5106045853990369,7,0.7258851578515931,0.002499872485679446,0.25119516956170784,3.891970947952571e-55,2.379187029316149e-56,0.000786992258111549,0.01960242005591117,3.0387786996854826e-05,0.7258851578515931
12376.0,389,2,503.15,1.0986122886681098,6.222873842839224,0.901334196820952,-0.5571872395918231,-0.4422105298820197,7,0.9739542052726143,5.190256744300911e-15,3.056267238805158e-167,1.5715952154785895e-80,3.156600565117953e-55,0.02565861862115322,1.0789672029421214e-28,0.0003871761062272706,0.9739542052726143
12377.0,314,4,3426.32,1.6094379124341005,8.139533893646055,0.5430326590550759,0.0739460908215904,0.938921588175991,4,0.9150307893242706,1.0448256256972689e-05,5.406528059946888e-106,9.677260286912635e-294,1.857796249303934e-279,0.9150307893242706,6.9777463072476226e-15,0.08495876241946523,3.7523575545724416e-87
12378.0,129,2,5416.32,1.0986122886681098,8.597356507200939,-0.3407778007674185,-0.5571872395918231,1.2688254308985092,7,0.9108709901547688,0.008530264338198305,2.2491153860421876e-16,2.4636881840619893e-56,3.356755423022607e-56,0.000655975749242431,0.0002450360414873804,0.07969773371630247,0.9108709901547688
12379.0,81,4,1620.22,1.6094379124341005,7.390934231218893,-0.5700907849375793,0.0739460908215904,0.3994857936487846,5,0.49683953634637296,0.3931683459336633,3.053265317766878e-05,3.00459714966283e-279,2.691230592925542e-280,0.10857644191306717,0.49683953634637296,0.00138514315371889,2.486604808591683e-87
